title,text,subject,date,label
Graphic account of Hulk Hogan sex tape read in Florida court,佛罗里达州圣彼得堡（路透社）——周二在佛罗里达州的一个法庭上，Gawker创始人Nick Denton宣读了一份关于摔跤明星Hulk Hogan性爱录像带中展示行为的详细报告，称他的公司在2012年在线发布的文章“经得起时间的考验”。Gawker因发布该视频而被Hogan起诉，索赔1亿美元，Hogan表示其隐私权被侵犯。总部位于纽约的媒体公司可能会因为一项不利于新闻自由的民事审判而被迫关闭。Hogan的律师要求Denton，这位网络出版界的知名人物，大声朗读一篇非常具体的文章，他平静地做了这件事。这场诉讼围绕着Gawker从不知来源的性爱录像带中摘录的一分多钟的视频展开。它还没有在佛罗里达州圣彼得堡的陪审团面前播放。这段视频展示了Hogan与当时最好的朋友、电台“震惊主持人”Bubba the Love Sponge的妻子之间的私通。Hogan说，他们的同意性行为是在Gawker发布五年前被录制下来的。Denton说他没有看过这个视频，也没有在发表之前读过这篇文章。他将自己的角色描述为全面监督Gawker旗下网站的业务范围。尽管如此，他还是坚持认为这篇报道符合Gawker致力于生产“真实和有趣”的新闻业的使命。“这篇文章有价值。它是真实的。这是一个诚实地讲述的故事，对数百万人来说是有趣的，”Denton说。Hogan性爱录像带的这篇文章是Gawker网站2012年超过1万篇帖子之一。一位前公司高管后来在周二的证词中说，这段视频单独就吸引了250万次观看，其中57%的人完整观看了整个片段。Denton的证词持续了两天，突显了他对Gawker公司运营的网络的态度，其中包括技术导向的Gizmodo和女性导向的Jezebel。在被质询时，Denton谈到他对隐私权的看法，他说名人拥有的“保护区域较小”。陪审员也有问题要问Denton。其中一人询问如果视频中的性行为是多余的，那么根据美国宪法第一修正案是否会被视为受保护的言论。“不，”他回答说。他此前曾表示，他认为这种性内容并没有超越界限。Hogan的律师大卫·休斯顿发表了声明，暗示陪审员的提问“也许为审议定下了基调”。,politicsNews,"March 15, 2016 ",1
特工人员短缺随着竞选活动的升温而加剧,华盛顿（路透社）——美国特工处周二向国会表示，该机构同时负责保护奥巴马总统以及一些共和党和民主党候选人，这些候选人在明年竞选接替他的职位，但面临人力短缺问题，而此时正是需求高峰期。特工处主任约瑟夫·克兰西在众议院拨款委员会上作证说，该机构正专注于“组织内的人力资本需求”，并积累足够的特工以减轻现有队伍加班的压力。特工处希望到2019财年时其人员达到7600人，比目前的约6200人大幅增加。德克萨斯州议员、委员会主席约翰·卡特在当天的听证会上透露了这一消息。虽然克兰西称特工处在招聘更多特工方面取得了进展，“但我们还没有看到由于人员流失增加而对我们整体人员配备水平产生预期的影响。”克兰西是在参加一场听证会时作证的，这场听证会的目的是审查特工处在10月1日开始的新财政年度的资金需求。他补充道，随着共和党和民主党的总统提名大会定于今年夏季举行，11月的普通选举和1月的总统就职典礼，任务的需求正在达到顶峰。卡特提到了过去四个月中特工处失去了19名特工，以及特工们为了保护总统而在总统随行人员和竞选活动中的大量加班时间以及在制服部门的工作时间。卡特是共和党人，他质疑特工处的招聘目标是否“可实现”，因为特工处“失去的特工数量超过了他们招募的人数”。克兰西回应说，该机构正在探索吸引更多申请人和保留现有特工的举措。特工处在2012年因有特工参与哥伦比亚总统出访期间与妓女发生关系而陷入困境。2014年，特工未能阻止一名男子翻越白宫围墙，跑过草坪进入白宫，直到他被逮捕后才被控制住。最近，在弗吉尼亚州拉福德的唐纳德·特朗普总统竞选集会上，一位《时代》杂志摄影师被一名特工从脖子上抓住并推倒在地。特工处的一位发言人表示，特工处正在调查这起事件。除了保护总统和总统候选人外，特工还调查金融犯罪，如伪造美元和信用卡诈骗等案件。,politicsNews,"March 15, 2016 ",1
"民主党人推动SEC提名人就企业政治支出进行表态

（图片中的英文内容翻译成中文如下：民主党人推动SEC提名人就企业政治支出进行表态）","（路透社）——周二，参议院民主党人在证券交易委员会提名人确认听证会上共同努力，要求公司披露政治献金。纽约州参议员查尔斯·舒默威胁说，如果丽莎·法克斯和赫斯特·皮斯没有明确表示支持要求公司公开其政治捐款，他将投票反对确认这两位提名人的身份。

“SEC当然不是负责修补我们竞选资金制度漏洞的责任人，但你们可以帮助防止这个洞被撕得更大，”舒默说。“随着公共公司的执行人员将钱注入我们的政治体系，股东们仍然蒙在鼓里，没有任何透明度和问责制。”

其他民主党人，包括新泽西州的罗伯特·梅南德斯和俄勒冈州的杰夫·默克利也发表了类似的评论。自最高法院于2010年推翻了严格限制竞选资金的公民联合决定以来，证券监管机构一直面临压力，要求企业披露捐款情况。梅南德斯说，有120万人给证券交易委员会写信，要求披露这些信息。2015年底由共和党控制的国会通过的预算法案阻止了证券交易委员会制定有关政治开支的规定。

皮斯是一位共和党人，也是乔治梅森大学马卡托中心的高级研究员，她指出，证券交易委员会的任务是执行法律，并表示如果得到确认，她不会破坏预算立法。法克斯是一位民主党人，也是乔治华盛顿大学的法学教授，她说她会遵守预算法律。不过，她还补充说，她认为政治支出可能是股东在做投资决策时的重要信息。

皮斯和法克斯是在10月份由奥巴马总统提名的，周二的听证会是确认他们提名的第一步。阿拉巴马州共和党参议员理查德·谢尔比是该委员会主席，他说他预计这些提名案将被提交到会议厅进行投票表决。然而，鉴于国会上的政治分歧以及总统选举期间对金融监管的争论，这些确认工作可能会持续一段时间。这种分歧使得确认提名变得困难。俄亥俄州民主党参议员舍罗德·布朗指出，在过去15个月中，奥巴马向该委员会提出了19项提名供考虑，而只批准了一项。与此同时，听证会转向了正在总统竞选活动中占据中心地位的议题。马萨诸塞州民主党参议员伊丽莎白·沃伦主张加强金融监管，她对皮斯的公开批评《多德-弗兰克华尔街改革法》进行了质询。这项法律是在金融危机后实施的，许多共和党人认为这是一项过度监管的法律，而一些民主党人则认为这是防止再次发生危机的一种方式。

“从我所了解的情况来看，你所提议的是减少大型银行的监督，减少约束它们的努力，增加它们承担重大风险以提升利润的机会，如果事情出错，再来一次政府救助，”沃伦说。“问题是是否应该让那些认为这些法律不必要或适得其反的人来负责执行这些法律。”

皮斯说，作为一位学术人士而不是监管者，她提出了自己的批评意见。南达科他州共和党参议员迈克·朗斯提到了枪支拥有问题，并就沃尔玛枪支销售签署了一份法庭辩护书质询法克斯。法克斯说，她并没有发出“一个关于潜在问题的信号”，但她签署这份辩护书的目的是要说明公司必须向投资者传达企业的政策。",politicsNews,"March 15, 2016 ",1
奥巴马呼吁停止竞选路上的“恶毒”语气和暴力行为,华盛顿（路透社）——周二，美国总统巴拉克·奥巴马表示，他对美国总统竞选之路上的暴力和分裂感到震惊，并呼吁领导人整顿这场竞选的基调。在提到共和党领跑者唐纳德·特朗普时，他说道：“我们听到了针对女性和少数族裔的粗俗和分裂性言论，针对那些不像我们一样长相、信仰或投票方式的人的美国人的言论。” 奥巴马在国会山的一次活动中说。“我们看到试图关闭这种言论的错误做法。然而无论它多么令人反感，我们都生活在一个国家里，自由言论是我们最重要的权利之一。对这些尝试的回应是实际发生的暴力。我们还听到太多领导人的沉默。” 奥巴马是在俄亥俄州、佛罗里达州、伊利诺伊州、密苏里州和北卡罗来纳州的美国人正在参加最新一轮初选，以选出11月选举中民主党和共和党的总统候选人。 特朗普因包括共和党内部人士在内的广泛批评而受到抨击，他的竞选活动包括称墨西哥移民为强奸犯，并提出暂时禁止穆斯林进入美国的提议。最近几天，他在集会上的一些支持者和抗议者之间发生了冲突。 特朗普，一位纽约房地产大亨，驳斥了有关他助长了暴力氛围的指控。 奥巴马说，今年的竞选周期并不能准确地反映美国。“这种行为必须停止，”这位民主党总统说道，描述竞选气氛为“恶毒”，并表示这种行为“可能会破坏我们的民主、社会甚至经济”。 参议院多数党领袖、共和党人米奇·麦康奈尔告诉记者，特朗普周二给他打了电话。“我抓住机会建议他，不管是谁引发了我们在一些集会上看到的这些暴力表达或冲突，谴责并劝阻它们可能是个好主意。” 麦康奈尔拒绝就特朗普的反应发表评论。 德克萨斯州的参议员特德·克鲁兹、佛罗里达州的马可·鲁比奥以及俄亥俄州州长约翰·凯西都在争夺特朗普的提名。 “我想我们所有人都能回想起自己后悔过的一些过于冲动的言语，”奥巴马说。“当然我可以。” 他补充道：“虽然有些人可能对当前的气候负有更多的责任，但我们所有人都应该对此负责。”,politicsNews,"March 15, 2016 ",1
众议院议长瑞恩呼吁减少总统竞选中的暴力行为,华盛顿（路透社）——美国众议院议长保罗·瑞安周二谴责破坏政治集会的努力，但表示所有总统候选人都有责任帮助遏制竞选活动中的暴力行为并创造一个不那么敌对的环境。“所有候选人都必须尽他们所能……提供一个和谐的氛围，减少暴力，不煽动暴力，”瑞安告诉记者，他在一系列混乱事件后发表了讲话，这些事件在唐纳德·特朗普的主要竞选集会上尤为引人注目。此外，瑞安说，他与特朗普以及三名争夺该党提名的共和党人进行了交谈，并对众议院计划议程表示了良好的接受。他补充说，他仍打算支持11月总统选举中最终成为共和党候选人的候选人。,politicsNews,"March 15, 2016 ",1
奥巴马政府改变了对大西洋石油开采的态度。,华盛顿（路透社）——周二，奥巴马政府改变了主意，不再提议开放东南大西洋沿岸进行钻探，因为油价暴跌和沿海社区强烈反对使人们对该计划产生了怀疑。除了市场和环保方面的担忧外，美国内政部表示，其决定还基于与竞争性的商业和军事海洋用途之间的冲突。这一决定无疑会在总统竞选活动中产生反响，它逆转了2015年1月提出的在五年计划中划定新的石油开发联邦水域边界的一部分新租赁提案。 内政部长萨莉·朱厄尔说：“我们从许多方面听到了这样的声音：现在不是时候，不应该在大西洋沿岸开采石油和天然气。” “考虑到与国家防御、经济活动如捕鱼和旅游以及许多当地社区的反对意见相冲突，继续推进任何未来五年的租赁销售都不合逻辑。”希拉里·克林顿是民主党总统候选人提名的前景人物，她面临绿色团体的压力，在环境问题上向左转。她发推文说：“很高兴看到大西洋钻探不再是选项。现在是时候做正确的事情，保护北极了。” 前现实电视明星、共和党总统候选人唐纳德·特朗普质疑是否需要更多的近海钻探，鉴于陆上页岩生产过剩。 该提案将开放距离弗吉尼亚州、北卡罗来纳州、南卡罗来纳州和乔治亚州超过50英里的钻井平台，到2021年用于石油钻探。这些州的沿海社区对政府的计划表示抗议，担心发生类似2010年英国石油公司“深海地平线”事故的美国墨西哥湾漏油事件，以及对旅游业和经济的影响。“在这个决定下，沿海社区赢得了‘大卫大战歌利亚’式的胜利，这是对未来几代人福祉的一个巨大乐观因素，”海洋保护组织Oceana副总裁杰奎琳·索伊斯说。 弗吉尼亚官员曾欢迎最初的允许海上钻探的计划，称这将带来经济效益。星期二，来自弗吉尼亚州的民主党参议员蒂姆·凯恩说，他惊讶于国防部对海军设施的关注，其中一个位于该州海岸附近。“国防部在这场公开辩论期间一直比较低调，从未向我分享过他们的反对意见，”他说。 主要石油公司，包括埃克森美孚公司、壳牌公司和雪佛龙公司，一直在推动开放大西洋。壳牌石油公司发言人娜塔莉·梅泽伊说，这个决定是“目光短浅的”，会“危及经济依赖的可负担国内能源供应”。 美国石油协会表示，这项决定违背了支持更多开发的选民、州长和国会议员意愿。“这项决定安抚了那些寻求停止石油和天然气生产的极端分子，这会增加美国消费者的能源成本，并关闭多年创造新工作、新投资和提高能源安全的大门，”协会主席杰克·杰拉德说。 内政部周二还宣布，将评估该国其他地区的13个潜在租赁销售情况——墨西哥湾有10个，阿拉斯加海岸有3个。“该提案的重点是将潜在的租赁销售集中在资源潜力最高、行业兴趣最大、基础设施已建立的地区，”朱厄尔说。 内政部表示，在墨西哥湾，资源和行业的兴趣都很高，而且已经存在基础设施。它建议每年举行两次租赁拍卖，包括西、中部和部分东部的墨西哥湾，目前不受国会禁令的限制。 它还包括在阿拉斯加的楚科奇海、博福特海和库克湾规划区各举行一次潜在的销售。部门将对其他选择方案提出评论，包括一种不包含任何新租赁的选择方案。 虽然绿色团体赞扬了暂时将大西洋排除在外的决定，但他们担心美国可能会继续为脆弱的美国北极打开钻探之门。“美国政府必须将北极租赁从最终五年计划中剔除，”阿拉斯加荒野联盟执行主任辛迪·肖根说。“由于气候变化，没有任何地方比北极失去的东西更多。” 内政部将开启为期90天的五年提案评论期。,politicsNews,"March 15, 2016 ",1
白宫周二对最高法院提名置之不理,"华盛顿（路透社）——白宫表示，奥巴马政府计划于周二宣布大法官提名人选。总统巴拉克·奥巴马表示，他计划尽快提名一位人选填补最高法院因保守派大法官安东宁·斯卡利亚于2月13日去世而空缺的职位，尽管参议院的共和党领导人明确拒绝在奥巴马的最后任期考虑任何候选人。发言人乔希·厄内斯特是在一次白宫例行简报会上回答问题时的表态。

",politicsNews,"March 15, 2016 ",1
自由派团体敦促非暴力运动阻止特朗普,纽约（路透社）——美国自由派团体在支持民主党总统候选人希拉里·克林顿和伯尼·桑德斯方面存在分歧，他们呼吁团结一致、积极反对共和党领跑者唐纳德·特朗普。周二发布的一封公开信中，一群自由主义组织呼吁发起一场“非暴力运动”，以阻止特朗普参加11月的选举，称这位纽约亿万富翁是“公然煽动暴力的仇恨贩子”。这封信由支持桑德斯的自由倡导团体MoveOn.org的领导人以及支持克林顿的主要工会服务员工国际联盟（SEIU）的领导人签署。“这是民主制度的危机，”信中说。其他20个团体的代表也在这封信上署名，该信在网上发布时，美国人正在五个州进行新一轮初选，选出11月8日大选的党派提名人选。特朗普的竞选言论让许多美国人感到不安，从称墨西哥移民为强奸犯和毒贩到提议暂时禁止穆斯林入境美国。抗议活动已经成为特朗普集会上的一个反复出现的嘈杂特征，最近几天，特朗普的大多数白人支持者在竞选场地内外与抗议者发生冲突时打伤或流血的事件急剧上升。公开信敦促美国人使用民权运动的战术来反对特朗普，包括大规模公共游行和祈祷守夜。它要求美国人向“每个媒体机构、公司和官员”询问他们将谴责特朗普被描述为“种族主义、性别歧视和排外主义”的行为。信中还呼吁努力增加11月的投票率，希望如果特朗普成为共和党提名人在7月赢得提名的话，能够击败他。一些共和党政治家，包括2012年该党的总统提名人米特·罗姆尼，也呼吁采取行动防止特朗普获得提名，包括战术性投票。特朗普的一位发言人没有对置评请求作出回应。特朗普在接受媒体采访时表示他不赞成暴力，但在集会上有时鼓励人们用武力对付抗议者，招致了来自民主党和共和党政客的批评。许多记者说，抗议者是佛蒙特州参议员桑德斯和美国前国务卿克林顿的支持者。特朗普上周取消了一场在芝加哥举行的集会，因为数百名抗议者进入了会场，他表示他的活动比任何其他候选人的活动都更容易受到干扰是不公平的。,politicsNews,"March 15, 2016 ",1
能源市场影响了对大西洋钻探的决定：白宫,华盛顿（路透社）——白宫周二表示，奥巴马政府改变主意，反对开放东南大西洋沿岸地区进行石油和天然气钻探的决定，能源市场的动态是这一决定的因素之一。白宫发言人还称，国防部门、商业利益以及当地社区也提出了反对意见。美国内政部周二早些时候表示，不会允许在该区域进行钻探，这逆转了2015年1月提出的在五年计划中为2022年前联邦水域设定新的石油开发边界的新租赁提案。,politicsNews,"March 15, 2016 ",1
众议院共和党人提出有争议的预算计划,华盛顿（路透社）——周二，美国众议院共和党人坚称他们将推进2017财年预算计划，尽管该党的财政鹰派人士明确反对，这对议长保罗·瑞安的领导能力提出了重要考验。众议院预算委员会希望周三正式接受这一3.9万亿美元的提案，以便最终进行投票表决。这一计划将为瑞安提供一个在他政治目标中的第一步：在11月的总统和国会选举之前，让共和党团结在一个详细的政策计划后面。该计划旨在十年内实现预算平衡。“我保证在这个讲台上，我们不会采取一种自上而下的、强加于人式的领导方式，”瑞恩告诉记者。“我们将作为团队做出决定。我们将权力下放给成员，并在这一问题上进行团队决策。”他补充道。但众议院自由党团，包括几十名直言不讳的保守派，他们推翻了瑞安的前任约翰·博纳，已经几个月来一直在抱怨去年11月生效的一项1070亿美元的可支配支出上限。它说，这个限额应该低30亿美元，并警告领导人反对。几名自由党团成员坐在众议院预算委员会中，包括弗吉尼亚州共和党代表戴夫·布拉特，他形容该集团立场是主流：“我们是美国人想要我们去的地方。”布拉特表示，他在周三即将举行的委员会工作会上倾向于投反对票。尽管众议院共和党人进行了数周的幕后谈判，但自由党团的顽固反对者质疑政党领袖是否有能力在没有国会188名民主党人的帮助下获得通过预算所需的218张选票。马里兰州众议员克里斯·范霍伦是委员会的最高民主党人，抨击该共和党提案是一项伤害中产阶级和损害老年人和残疾人医疗保健项目的计划。民主党的攻击和财政鹰派的反对正在导致一些共和党人呼吁使用很少使用的“女王山”策略，这将允许成员考虑不同的提案，并将得票最多的视为通过了整个机构。预算蓝图不具有约束力，这意味着它不受奥巴马总统的批准。但它为拨款者在10月1日下一财年开始时撰写资助各种政府项目的法案提供了指导。,politicsNews,"March 15, 2016 ",1
