title,text,subject,date,label
爱尔兰副总理辞职，避免选举威胁,"都柏林（路透社）——爱尔兰副总理周二辞职，避免了政府垮台和可能提前举行选举，这可能会使下个月英国与欧盟之间的脱欧谈判复杂化。反对党要求弗朗西斯·菲茨杰拉德在发布有关她处理一名举报警察腐败的警察的争议性文件后辞职。主要反对党、支持少数派政府的小党费亚纳法拉党表示，她的辞职意味着12月的选举将被避免。它曾警告说，如果菲茨杰拉德拒绝辞职，它可能会迫使提前举行选举。 菲茨杰拉德在一份声明中说：“今天我决定向总理提交辞呈，立即生效。” “在这种情况下，我决定把国家利益置于我个人声誉之上。我认为有必要做出这个决定，以避免在这个历史关键时刻出现不受欢迎且可能造成动荡的大选。” 爱尔兰的政治危机在下周即将举行的英国与欧盟之间的重要脱欧峰会上爆发。瓦拉达卡将在会议上扮演重要角色。他必须告诉其他欧盟领导人，他认为是否取得了足够的进展来解决爱尔兰与北爱尔兰省之间的边界问题。 边境是英国与欧盟之间唯一的陆地边界，布鲁塞尔希望在决定是否将英国的脱欧谈判转移到第二阶段之前，大体上解决这一问题。作为英国脱欧的第二阶段，英国希望讨论贸易问题。尽管瓦拉达卡很可能避免了不得不以看守身份前往布鲁塞尔的可能性，但他对这场危机的处理严重损害了他自己、他的执政党细格党和它与费亚纳法拉党的关系。 在内阁会议前，菲茨杰拉德的部长同事继续公开支持她，但星期二报纸的头版充满了匿名细格党国会议员和国务卿的话，称她必须离开。一些向路透社匿名的细格党成员表示，他们对瓦拉达卡和菲茨杰拉德对危机的处理感到愤怒，因为他们被迫花了四天时间强烈捍卫这位副总理。反对党的工党和辛芬党以及政治分析师表示，菲茨杰拉德辞职时认为，大选可能在接下来的三个月或四个月内举行。 工党领袖布伦丹·豪林告诉国家广播公司RTE：“无论今天发生什么，在过去两周的事件中，本届政府的期限被大大缩短了。” 前内阁同事瓦拉达卡的豪林补充道：“我认为现在他（瓦拉达卡）可能失去了民心，这在今天的报纸上可以看到，他也对自己和政府的稳定性造成了损害。” 这场危机是38岁的总理于6月接替恩达·肯尼以来面临的第一次重大考验。作为一名直率的人，他被同事们比作法国总统埃马纽埃尔·马克龙和加拿大总理贾斯廷·特鲁多。虽然周六的一项民意调查显示，细格党领先费亚纳法拉党1个百分点，但书商帕迪·鲍尔周二表示，费亚纳法拉党略微更有可能赢得下一届选举中最多的席位。这两个中间偏右的政党是激烈的竞争对手，但在政策上几乎没有分歧。他们之间的三年信任供应协议将于明年这个时候到期。 都柏林大学政治学讲师特雷莎·里迪说：“我认为（有损失），但没有人从这一灾难中得到好处。我认为两党都没有从中得到特别的好处。” 但细格党在政府中，所以它受到的影响更大。

",worldnews,"November 27, 2017 ",1
"捷克选举获胜者巴比斯表示，他的内阁将在12月欧盟峰会之前上台。

请注意，由于您提供的文本中并没有明确指出“Babis”是谁，因此我无法确定其具体身份。如果您需要更准确的翻译或信息，请提供更多的上下文或详细信息。",布拉格（路透社）- 捷克ANO党领袖安德烈·巴比斯周二表示，他预计他的少数派内阁将于12月13日上台，这将使他能够以总理身份参加欧盟峰会。在与总统米洛什·泽曼会面后，巴比斯说，他尚未在下议院获得对其内阁的支持，因为ANO在该院拥有78个席位中的200个，其他政党迄今拒绝加入或支持巴比斯的政府。缺乏任何直接的左右翼意识形态，巴比斯在10月的选举中赢得了承诺削减主流政党的腐败、打击移民并使政府更加高效和亲商的选票。 “我说服了总统先生，要求提前任命内阁，于12月13日，因为在12月14日和15日，欧洲理事会将举行，这显然是非常重要的，”巴比斯告诉记者。英国与欧盟脱欧谈判的进展将是峰会的主题。 巴比斯说，泽曼将于12月6日任命他为总理，并于12月13日任命他的全体内阁，从那天起，无论是否具有议会多数，新团队都将掌权。 巴比斯的主要问题是，警方希望议会取消他的豁免权，以便对他十年前非法监听欧盟补贴的行为进行指控。尽管他否认有任何不当行为，但这一案件使得他在其他八个议会派系中变得有毒。预计将在未来几周对议会关于其豁免权的投票。主流伙伴的缺乏提高了巴比斯可能与反北约、亲俄的共产党以及主张退出欧盟、北约并反对所谓“欧盟强加的伊斯兰化”的极右翼自由直接民主党（SPD）协商支持的 prospects。巴比斯多次表示，他准备与欧盟伙伴就移民问题发生冲突，但也赞扬了欧盟作为和平欧洲担保人的作用，并表示自己是一位亲欧政治家。如果政府在任命后的一个月内失去信任投票，就必须辞职，但它将继续留任，直到找到另一个解决方案，这可能需要几个月的时间。,worldnews,"November 28, 2017 ",1
"联合国要求缅甸就罗兴亚妇女被强奸、死亡事件提交报告

（注：由于图片模糊无法识别出具体文字，以上内容仅供参考）",日内瓦（路透社）——联合国妇女权利委员会于周二要求缅甸在六个月内就其安全部队在北部若开邦对罗兴亚妇女和女孩实施强奸和性暴力的情况以及采取的措施进行报告，以惩罚士兵。联合国消除对妇女歧视委员会（CEDAW）还要求当局提供自8月底军队镇压开始以来在暴力中丧生的妇女和女孩的具体情况。这场运动是在罗兴亚叛乱分子袭击警察哨所后发生的，导致60多万罗兴亚人逃往孟加拉国，并将他们的村庄夷为平地。这是对一个国家提出罕见的“特别报告”请求，这是自1982年以来该小组提出的第四个此类请求。“当发生严重、大规模和系统的侵犯行为，这些问题与委员会的授权相关时，我们才会向一个国家提出特别的报告，”小组成员纳哈拉·海达尔告诉路透社。“这个特别报告就像一面红旗。”她说，这一举动旨在帮助缅甸当局摆脱最近冲突造成的困境，这使缅甸的民主化进程受到了很大阻碍。由23名独立专家组成的联合国监督小组给政府设定了六个月的期限，以便将其报告提交给联合国秘书长安东尼奥·古特雷斯。委员会在一份声明中说，它要求提供有关国家保安部队对罗兴亚妇女和女孩实施性暴力的案件信息；并提供最新一轮暴力爆发期间被杀害或死于非正常原因的妇女和女孩人数的详细信息。海德尔说：“从本质上讲，这是某些情况下对女孩和妇女施以酷刑的强奸和性暴力……而且确实有记录显示发生了轮奸……是的，是酷刑——强奸作为一种系统性的战争武器。”专家们要求提供有关调查、逮捕、起诉、定罪和判决或纪律处分的信息，包括武装部队在内的罪犯。他们具体要求了解自8月25日以来负责在北部若开邦开展“清除行动”的营级单位及其指挥官。他们询问是否已向所有分支的国家安全部队发出指令，禁止使用酷刑、性暴力和驱逐出境，并称那些负责的人将被起诉和惩罚。小组表示，他们想知道有多少罗兴亚妇女和女孩被安全部队拘留。教宗方济各于周二敦促多数信奉佛教的缅甸领导人，承诺致力于正义、人权和对每个民族及其身份的尊重。,worldnews,"November 28, 2017 ",1
美国将军支持德国主办新的北约作战司令部,"柏林（路透社）- 美国陆军欧洲最高指挥官周二表示，德国最适合主持一个新的北约军事后勤司令部。北约盟友本月支持建立两个新的军事总部——大西洋司令部和后勤司令部——以帮助保护欧洲免受未来冲突的影响。本·霍奇斯少将告诉柏林安全会议说，鉴于其位于欧洲中心的地缘位置以及现有的能力，德国已经接待了许多美国军队，因此能够承担后勤角色。从地理和能力的角度来看，我无法想象还有哪个国家比德国更适合承担这一责任，霍奇斯说。外交官们表示，德国渴望主办后勤司令部，但还没有做出决定。霍奇斯将于下个月退休，他多次呼吁加强提高在欧洲部署部队和装备的能力。在俄罗斯于2014年吞并乌克兰克里米亚半岛后，北约加强了防御力量，向波罗的海国家和波兰派遣了部队，加强了黑海的存在，并开始现代化其部队。否认对欧洲怀有敌意的克里姆林宫谴责这些行动是试图包围俄罗斯。

",worldnews,"November 28, 2017 ",1
游客和当局感受到热浪，因为巴厘岛火山持续关闭机场,"巴厘岛机场周二仍处于关闭状态，因为火山喷发产生的火山灰席卷了这个度假岛屿，导致数千名游客滞留，当局正试图说服附近村庄的村民离开家园。

国内和国际航班共443架次受到影响，印尼交通部在一份声明中称，机场距离阿贡山约60公里（37英里），该山正在向空中喷吐烟雾和火山灰。交通部门表示，航空导航机构称飞机飞行通道被火山灰覆盖。印尼第二大机场将于至少周三早上7点前继续关闭，交通部说。

机场上的愤怒情绪开始升温，据估计有2000人试图退款并重新安排机票。印度游客尼廷·谢斯说：“这里有数千人在机场滞留，他们必须去其他机场，但政府和当地当局没有帮助他们。”其他人则较为放松。“没有太多信息……非常少。但我们一切都好。我们在度假，所以没关系。我们不知道会发生什么，但我们可以回到酒吧再喝一杯。”来自珀斯的马修·拉德克斯说。

机场运营商表示，201架国际航班和242架国内航班受到影响。运营商表示，已经准备了10个替代机场供航空公司改道入境航班，包括邻近省份，并表示正在帮助人们预订替代航班，帮助被困旅客。

东努沙登加拉省的龙目岛机场已重新开放，当局表示，风把火山灰吹向西边，朝爪哇岛的南部海岸方向移动。阿贡山高3000米以上（9800英尺），其上一次喷发发生在1963年，当时超过1000人死亡，几个村庄被夷为平地。然而，周二，周边村庄的生活基本正常，居民们在火山喷发出巨大烟尘和烟雾时祈祷。

一些九月份当警报升至最高级别时逃离的村民已经回家，尽管政府发出了警告。周一，当局表示，居住在火山附近的10万居民已被要求撤离一个8至10公里（5至6英里）的安全区，警告更大规模的喷发“迫在眉睫”。灾难 mitigation agency发言人苏托波·普尔沃诺格罗霍说，虽然该地区的人口估计在63000到140000之间，但只有29000多人登记在紧急中心。他说：“并非所有危险区域的人都愿意避难，还有许多居民留在家里。”

印尼火山学和地质灾害减缓中心警告说，与1963年类似规模的喷发可能会在3分钟内将拳头大小的岩石抛出8公里（5英里）远，火山气体可传播10公里（6英里）。监测显示，阿贡山顶东北部最近几周有所膨胀，表明地表压力相当大。

有关阿贡火山的互动套餐，请点击：tmsnrt.rs/2hYdHiq。有关环太平洋火圈的图表，请点击：tmsnrt.rs/2BjtH6l。",worldnews,"November 27, 2017 ",1
巴厘岛人祈祷，因为火山威胁着旅游业的生命线,"雅加达/坎迪达萨，印度尼西亚（路透社）——巴厘岛震动的阿贡山已经开始影响这个度假岛的经济发展，如果喷发和火山灰云层持续下去，随着旺季的到来，可能会引发印尼主要旅游目的地游客取消潮的更大一波。这个小岛对印度尼西亚旅游业有着举足轻重的重要性。在一月到九月期间，巴厘岛接待了450万外国游客，几乎占印度尼西亚1050万游客的一半。在九个月期间，多数信奉印度教的岛屿的外国游客人数同比增长了26%，但在九月份有所下降，当时印度尼西亚当局首次提高了对阿贡山的警告级别。巴厘岛就是关于旅游业，没有别的。如果（这次）喷发持续大约1-3个月，它将对我们的旅游业产生重大影响，印度尼西亚旅行社协会（ASITA）主席伊克特乌·阿拉尔达纳说。“我们现在能感受到一点影响，生活必需品的价格正在上涨，”他说。印度尼西亚周二再次关闭了巴厘岛的机场，由于火山灰云层导致数千名游客滞留。仅在周一，就扰乱了445架载有59000名乘客的航班。中国游客已经超过了澳大利亚人，成为巴厘岛最受欢迎的游客群体，占总数的四分之一。澳大利亚人和日本人是第二大和第三大团体。根据旅游部的数据，外国游客在2016年印尼假期平均花费约1100美元。总统佐科维多多一直在努力促进在其他部分风景如画的印度尼西亚群岛上创建10个“新巴厘岛”。但对于许多人来说，到目前为止，去巴厘岛度假意味着去印度尼西亚度假。当阿贡山喷发出高高的火山灰柱时，周二附近村庄的生活基本上恢复了正常，村民们设立了传统市场并进行了印度教祈祷。来自爱尔兰的马修·斯密从距离火山15公里（9英里）的阿梅德经营一家餐馆，他说如果喷发持续下去，许多使用租赁土地的企业将会受到威胁。斯密斯还开设了一个瑜伽静修所和自由潜水中心。“这里一半的企业都是建立在信用基础上……如果情况继续下去，很多人会失去他们的土地，”他在巴厘岛坎迪达萨的一家餐馆经理威扬·维拉纳说，这是一个受欢迎的海滨小镇。他称自己每天只收到五个访客，而夏季时是15至20个，预计通常繁忙的圣诞节和新年前夜时期也将变得缓慢。“如果事情长期这样下去，比如过完圣诞节，我们甚至不得不裁员。”他说，“我们都有一大家子，所以对我们来说这确实有很大的影响。”

",worldnews,"November 28, 2017 ",1
埃及安全部队突袭中击毙11名疑似武装分子,开罗（路透社）——埃及安全部队在靠近西奈半岛的一次枪战中击毙了11名疑似武装分子，内政部周二表示，就在几天前，超过300人在北西奈的一座清真寺遭到袭击身亡。该部门在一份声明中说，这次枪战发生在对位于西奈边境省份伊斯梅利亚的一个疑似武装分子藏身处的突袭中。它说，这个地区被用作训练和储存武器以及后勤设备以发动北西奈袭击的地方。上周五，武装分子引爆了一枚炸弹，然后枪杀了逃离清真寺的教徒，这是埃及现代史上最致命的事件。没有组织声称对袭击负责，但埃及检方称伊斯兰国武装分子与袭击有关，引用了受伤幸存者的采访，他们表示武装分子挥舞着伊斯兰国的旗帜。六名疑似武装分子作为行动的一部分被捕，该行动还包括对开罗郊区的第十区一个额外疑似武装分子藏身处的突袭。自2013年以来，埃及安全部队一直在主要沙漠地区的北西奈与伊斯兰国的分支作战，在那里，武装分子已杀害数百名警察和士兵。周二的内政部声明并未直接将此次行动中涉嫌的武装分子与上周的清真寺袭击联系起来。,worldnews,"November 28, 2017 ",1
独家：同事指认普京女儿，随后撤回评论,莫斯科（路透社）——世界杂技摇滚乐界的同事证实了卡捷琳娜·蒂科诺娃是俄罗斯总统弗拉基米尔·普京的小女儿，但后来撤回了他的评论，称他听错了问题。这是路透社在两年内第二次披露蒂科诺娃与总统的关系，引用了匿名消息来源，并在文章发布后公开受到挑战。世界摇滚乐联合会（WRRC）法律事务副总裁曼弗雷德·莫哈布在周日的舞蹈活动中接受路透社采访时表示，他是通过在联合会主席团的工作而认识蒂科诺娃的。当被问及是否知道蒂科诺娃是普京的女儿时，他说：“是的。我认识她，当然。”再次被问到时，他点头说：“是的。”克里姆林宫和蒂科诺娃没有回应置评请求。路透社周二发表文章后，莫哈布打电话给路透社说：“我不能确认我知道普京先生的女儿。我和他们没有任何关系。”当被问及为什么之前说过蒂科诺娃是普京的女儿时，莫哈布说：“相信我，大厅里声音很大，很多我不明白的事情，还有我觉得我没有理解正确的事情。所以我不确定我给了你正确的答案。”莫哈布说他听力有问题。“我相信我们有一些误解。”2015年，俄罗斯天然气银行董事会副主席安德烈·阿金诺夫告诉路透社，蒂科诺娃是普京的女儿，但后来否认了这一说法。路透社还通过两名其他匿名的消息来源确认了他的身份。[reut.rs/2ztup0f] 报道后，俄罗斯天然气银行表示，阿金诺夫对路透社归因于他的引语感到“惊讶和困惑”，并坚称他没有说过这样的话。[reut.rs/2zHzVAJ] 阿金诺夫和俄罗斯天然气银行的代表周二没有回应置评请求。前克格勃情报官员普京以对其私人生活的严格保密而闻名，他一直努力让两个女儿玛丽亚和卡捷琳娜远离公众视野。虽然卡捷琳娜的身份已经广为人知，但她自己、她的代表或克里姆林宫从未对此进行过确认，后者表示它不会评论普京亲近亲属的私生活。莫哈布周日对路透社的评论是他自2015年以来首次公开确认她与俄罗斯总统的关系。蒂科诺娃使用从祖母那里继承下来的姓氏，在莫斯科国立大学运营公共资助的项目，并担任世界摇滚乐联合会的扩张和营销副总裁。31岁的她是一位主要人物，在世界上排名第二十一位，她参与竞争并帮助管理这项运动，通过在世界摇滚乐联合会和俄罗斯国家联合会的高级职位上工作。她还嫁给了普京最亲密的朋友的儿子基里尔·沙马洛夫，后者通过与俄罗斯最大的石化公司打交道积累了至少10亿美元财富。[reut.rs/2BfT74A] 莫哈布是在莫斯科举行的“世界杯摇滚乐欧洲锦标赛”期间接受路透社采访的。当被问及普京的个人联系是否有助于杂技摇滚乐时，他说：“是的，当然。”他说：“这项运动得益于俄罗斯的发展。”他说：“我们在所有大陆和许多国家都有一个扩展项目。这一切都来自俄罗斯。”据俄罗斯国家联合会统计，约有200对成年人在世界摇滚乐联合会中排名，杂技摇滚乐仍然是一种相对鲜为人知的竞技舞蹈，在欧洲东部最受欢迎。据俄罗斯国家联合会统计，大约9000人积极参与杂技摇滚乐，组织者希望到2020年再增加3000人。路透社去年12月报道说，莫斯科正在市郊建设一座耗资3000万美元的公共设施，用于该运动，这比其他国家以及一些更大的体育项目的投资都要多。,worldnews,"November 28, 2017 ",1
特朗普考虑何时以及如何将美国驻以色列大使馆迁往耶路撒冷：彭斯,"华盛顿（路透社）——美国副总统迈克·彭斯周二表示，特朗普总统正在积极考虑何时以及如何将美国驻以色列大使馆迁往耶路撒冷。彭斯在联合国以色列代表团庆祝联合国关于建立犹太国家的投票通过70周年的活动中发表了上述讲话。特朗普曾誓言要将美国大使馆迁至耶路撒冷，但今年6月他签署了一项豁免令，以使大使馆继续留在特拉维夫。他将于12月初面临是否再次延长豁免期的新的最后期限，他的前任们曾使用这一做法来避免在中东地区激化紧张局势。

",worldnews,"November 28, 2017 ",1
中国警方称北京幼儿园虐待指控不实,"SHANGHAI (Reuters) - Chinese police said late on Tuesday some claims of child abuse at a Beijing kindergarten run by New York-listed RYB Education were unfounded, the latest twist in a case that has sparked outrage throughout China. RYB s shares plunged 38.4 percent last Friday after police launched an investigation into allegations of child abuse at the school, though they have recovered some losses this week. By 1700 GMT, the shares were up around 16.6 percent. Police in Beijing s Chaoyang district said in a statement posted on their official microblog late on Tuesday that they had criminally detained a teacher surnamed Liu suspected of using knitting needles to discipline children. However, they added that claims made by some parents that children had been fed unidentified tablets at the school and accounts of a naked adult male conducting purported  medical check-ups  on unclothed students were fabricated. China s state-run Xinhua news agency had reported last week that police were checking allegations that children were  reportedly sexually molested, pierced by needles and given unidentified pills . The Chaoyang police added they had recovered 113 hours of footage from the school s surveillance system, but had not yet found on it instances of people harming children. They added that the hard drive storage for the footage had been  damaged .  The fall-out from the scandal has been widespread. China s education ministry has launched a special investigation into kindergartens nationwide, while Beijing authorities have said they will send permanent inspectors to city nurseries. RYB, which says it has over 1,300 play-and-learn centers and nearly 500 kindergartens in around 300 cities in China, has suspended one teacher and fired the headmaster of the Beijing kindergarten. The Chaoyang police said it would continue with its investigation to get to the bottom of the child abuse claims and hand out severe punishments according to the law. ",worldnews,"November 28, 2017 ",1
