title,text,subject,date,label
Fifteen bullet-ridden kidnap victims found in southwest Pakistan,"QUETTA, Pakistan (Reuters) - Pakistani police on Wednesday found 15 bullet-ridden bodies of kidnap victims near the border with Iran, a favored route for human traffickers taking workers illegally to Europe. The bodies were found abandoned in a mountainous region of Buleda, in Baluchistan province, 600 km (370 miles) south of the provincial capital of Quetta, district commissioner Bashir Ahmad Bangalzai told Reuters. He said documents and other belongings found on the bodies suggested that they were en route to Iran illegally. Human smuggling is big business in Pakistan and other poor South Asian countries. There have been instances of workers being killed in border areas, or sometimes dying during road or sea travel.      It was not clear what prompted the killings, said Bangalzai. He said all 15 came from Pakistan s eastern province of Punjab.  We re getting in contact with their families,  he said. A police official said all 15 were reported to have been kidnapped on Tuesday.  No one has claimed responsibility. Violence-plagued Baluchistan, which also borders Afghanistan, has long been home to separatist groups seeking a greater share of regional resources and Islamist militants linked to al Qaeda, the Taliban and Islamic State. The violence has raised concerns about security for projects in the $57 billion China Pakistan Economic Corridor, a planned transport and energy link from western China to Pakistan s southern deep-water port of Gwadar. ",worldnews,"November 15, 2017 ",1
Kenya court grants access to poll returns in case seeking to void election,"NAIROBI (Reuters) - Kenya s election board must give access to election returns to parties challenging President Uhuru Kenyatta s victory in last month s presidential election, the Supreme Court ruled on Wednesday.  Access to the original vote tally forms and a copy of the voter register must immediately be granted to the petitioners, a former lawmaker and two human rights activists, the judges said. They denied a request for access to the electronic devices used in vote counting. The legal challenges come after the court nullified Kenyatta s August victory and ordered a new election, an unprecedented move in Africa. The current proceedings may be the last chance for legal scrutiny of the second election, held on Oct. 26. The protracted political crisis has stirred fears for the stability of the east African nation, a regional hub for trade, diplomacy and security. The court is on a tight schedule. It has until Nov. 20 to rule on the two petitions. If the election result is upheld, Kenyatta will be sworn in on Nov. 28. Chief Justice David Maraga told the petitioners they must file a report on their findings from the returns by Thursday afternoon.  After Wednesday s ruling, lawyers for the petitioners began presenting their cases, arguing the poll s outcome is void because the election board did not hold fresh nominations after the earlier poll was invalidated, among other reasons.   Our position is you cannot have a fresh presidential election without a fresh round of nominations,  said Benjamin Musyoki, a lawyer for former legislator Harun Mwau. The lawyer for the two activists, Julie Soweto, also argued that voter turnout - just 39 percent, because opposition leader Raila Odinga boycotted the election - required the court to consider whether the election conformed  to the spirit and intent of the constitution.  Violence before and during the election also marred the process, Soweto said. She also referred to remarks by the election board chair the week before polling - he said he could not guarantee the vote would be free and fair, citing interference from politicians and threats of violence against his colleagues [L8N1MT0XK]. The process in the Supreme Court, however, may not repair the rifts opened by this year s prolonged elections season. A poll released by research firm Ipsos found that 80 percent of Kenyans think the country is going in the wrong direction. Pessimism about the country s path was at a record high - higher than during drought and food shortages earlier this year or a prolonged teachers  strike in 2015.  Human rights groups say at least 66 people have died in election violence, mostly at the hands of police cracking down  on opposition supporters. Electioneering has also disrupted East Africa s richest economy. The government lowered its forecast for 2017 economic growth to 5.5 percent, partly because of the  political uncertainty.  The Supreme Court was created by a 2010 constitution that followed a violent political crisis three years earlier. Around 1,200 people were killed in ethnic clashes after a disputed election in 2007. However, analysts said the moves by Kenya s court may  embolden other judiciaries in Africa. This month, Liberia s Supreme Court halted a presidential run-off until the election board investigates claims of fraud in the first round of voting.    ",worldnews,"November 15, 2017 ",1
Hariri on Twitter reaffirms he will return to Lebanon,"BEIRUT (Reuters) - Saad al-Hariri, who resigned from his post as Lebanon s prime minister on Nov. 4 from Saudi Arabia, reaffirmed on Wednesday he will return to Lebanon.  I want to repeat and affirm that I am perfectly fine and I will return, god willing, to dear Lebanon as I promised you, you ll see,  he wrote on Twitter.  ",worldnews,"November 15, 2017 ",1
Factbox: Key figures in Zimbabwe First Lady Grace Mugabe's 'G40' faction,"HARARE (Reuters) - Following are key figures in Zimbabwe First Lady Grace Mugabe s  G40  political faction, the target of an overnight coup by the military. The whereabouts of all of them are unknown, although sources in Harare have said some are in detention.  GRACE MUGABE - Mugabe s 52-year-old wife rose from political obscurity to the top ranks of the ruling ZANU-PF party and, after the purge a week ago of Vice-President Emmerson Mnangagwa, became the front-runner to succeed her husband. JONATHAN MOYO - A slick propagandist and former information minister, Moyo was G40 s brains and mouthpiece who never shied away from an acerbic comment or Tweet about his rivals. His Twitter feed has been uncharacteristically silent since the coup. SAVIOR KASUKUWERE - A bruising former ZANU-PF Youth minister nicknamed  Tyson , Kasukuwere ran Mugabe s attempts to  indigenise  the economy, essentially forcing foreign investors to surrender large stakes in their businesses to locals. IGNATIUS CHOMBO - A former University lecturer and Mugabe s homeboy, Chombo was promoted in an October cabinet reshuffle from the interior ministry to the finance portfolio, just as a severe domestic currency shortage tipped over into full-blown financial collapse. AUGUSTINE CHIHURI - As Commissioner General of the police, Chihuri was accused by rights groups of presiding over vicious crackdowns on dissent and popular protest in the last 18 months. KUDZAI CHIPANGA - The 35-year-old youth leader ingratiated himself to Mugabe and Grace and organized nationwide youth rallies that Grace Mugabe used to attack Mnangagwa and his allies. ",worldnews,"November 15, 2017 ",1
Zimbabwe's Mugabe told Zuma he was confined to home but fine: South African presidency,"JOHANNESBURG (Reuters) - South Africa s President Jacob Zuma spoke to Zimbabwean President Robert Mugabe on Wednesday, and Mugabe told Zuma that he was confined to his home but that he was fine, the South African presidency said in a statement. The presidency added that Zuma, in his capacity as chair of the Southern African Development Community, was sending special envoys to Zimbabwe to meet with Mugabe and the Zimbabwean Defence Force, which has seized power in Harare. ",worldnews,"November 15, 2017 ",1
Philippines' Duterte lauds China's help at 'crucial moment' in Marawi battle,"MANILA (Reuters) - Philippine President Rodrigo Duterte on Wednesday heaped praise on visiting Chinese Premier Li Keqiang for what he said was China s  critical  role in expediting the end of a five-month war with Islamist insurgents in a Philippine town. Duterte credited China with supplying what he said was the rifle that on Oct. 16 killed Islamic State s regional point man, Isnilon Hapilon, and said he would present that weapon to China as a mark of appreciation for its help in the war in Marawi City.  I am going to return to you the rifle so that the Chinese people would know, it was critical, it is a symbol of the critical help,  Duterte told Li, the first Chinese premier to visit the Philippines in a decade. There are doubts, however, about if it really was a Chinese sniper rifle that killed Hapilon, and uncertainty about whether the military has used any of the 6,100 guns Beijing has donated since June.  The Philippine defense minister recently said all those weapons were given to the police. Hapilon was killed by members of the 8th Scout Ranger Company.  Scout Ranger Books , a Facebook page of one of the ranger officers, gave a blow-by-blow account of the operation and said the shot that killed Hapilon came from a gun mounted on an armored vehicle. Members of the unit also told media the shot came from a fixed weapon controlled remotely. Such weapons are typically 50-calibre machine guns.  The arms you gave us, helped abbreviate, shorten the military fight there,  Duterte said. On Friday, he said something similar to Russian President Vladimir Putin. He told him Russia had  helped us turn the tide and to shorten the war  by supplying weapons that Philippine soldiers used to kill militant snipers in Marawi. The Russian arms were actually delivered two days after military operations were declared over. The conflict was the biggest and longest battle in the Philippines since World War Two. More than 1,000 people, most of them rebel gunmen, were killed and 353,000 were displaced. Duterte told Li China s help came at  the crucial moment when we needed most and there was nobody to help us at that time . His remarks may not sit well with the United States and Australia, which from the early stages of the conflict were providing technical support to Philippine forces, including surveillance aircraft to pinpoint locations of militants. Li said China would provide 150 million yuan ($22.7 million) to help with reconstruction in Marawi. He praised Duterte for last year putting aside festering disputes with China and visiting Beijing, a trip he said was an  ice-breaker . Philippine security analyst Renato De Castro said the information Duterte gave to Li was inaccurate, but consistent with his policy of  total appeasement  of China.  I m really surprised, I don t know whether it s flattery or an outright lie,  he told news channel ANC. ",worldnews,"November 15, 2017 ",1
Cambodia's opposition party gives up hope of escaping ban,"PHNOM PENH (Reuters) - Cambodia s main opposition party has given up hope of escaping a ban when the Supreme Court rules on Thursday on a suit brought by the government of authoritarian leader Hun Sen, a senior leader said. The government called for the ban after arresting Cambodia National Rescue Party (CNRP) leader Kem Sokha on Sept. 3 and charging him with treason for an alleged plot to take over the Southeast Asian country with help from the United States. Hun Sen s opponents say the charges are politically motivated to eliminate Kem Sokha from next year s election so the strongman, who is currently the world s longest serving prime minister, can extend his more than 32 years in power. The judge who heads the Supreme Court, Dith Munty, is a member of the permanent committee of the ruling Cambodia People s Party (CPP) and a longtime Hun Sen loyalist.  There is no chance whatsoever for CNRP to escape dissolution,  said Mu Sochua, a deputy of Kem Sokha who fled abroad last month saying she feared arrest in a widening crackdown by the government.  November 16, 2017 will mark the end of true democracy in Cambodia,  she told Reuters, adding that the ruling party would face local condemnation and possible international sanctions. Hun Sen, a former Khmer Rouge commander, has held power since 1985 by intimidating and dividing his enemies and through legal proceedings that have occasionally led to political bans on rivals at critical moments. Next year s election was shaping as possibly the biggest challenge to Hun Sen s leadership, after his opponents unified behind the CNRP. Former CNRP leader Sam Rainsy, who fled to France in 2015 to escape a jail term for defamation, announced on Wednesday he was returning to the party that he quit in February over fears his membership would lead to it being banned. The veteran opponent of Hun Sen said the party would be dissolved anyway so his membership now made no difference. A government official said Sam Rainsy s return would only provide further justification for dissolving the party.      He is not mature. He has no political philosophy and doctrine, but only anger and hatred,  Huy Vannak, undersecretary of state at the Interior Ministry, told Reuters. He also noted that the CNRP had not defended its position in court. A party lawyer, Sam Sokong, said there had been no point because the case was politically motivated. Western countries have condemned the government s crackdown on the opposition, civil rights groups and independent media and have called for the release of Kem Sokha to allow credible elections next year. U.S. President Donald Trump s senior Asia aide expressed  strong concerns  to Cambodia s government about the detention of Kem Sokha and restrictions on civil society and the press on Tuesday. Hun Sen has brushed off Western criticism, though he also lauded Trump as a kindred spirit this week and urged him to rein in subordinates critical of Cambodia. Hun Sen is also increasingly close to China, Cambodia s biggest donor. The main evidence presented against Kem Sokha is a video from 2013 in which he talks about a plan to gain power with the help of Americans. He says he was talking about democratic politics. Cambodia s capital, Phnom Penh, was calm on Wednesday. But metal barriers were set up outside the gold-embellished Supreme Court and police have been told to watch for trouble. Few in the capital wanted to give any opinion on the ruling or the possible verdict.  The court will decide. We cannot do anything,  said Kou Menglay, a taxi driver. ",worldnews,"November 15, 2017 ",1
Russia's Lavrov says allegations of meddling in Catalonia hysteria: Ifax,"MOSCOW (Reuters) - Russian Foreign Minister Sergei Lavrov on Wednesday dismissed allegations that Moscow had fomented separatist sentiment in Spain s Catalonia as hysteria, the Interfax news agency reported. Spanish ministers said on Monday they believed Russian-based groups used online social media to heavily promote Catalonia s independence referendum last month in an attempt to destabilize Spain. ",worldnews,"November 15, 2017 ",1
Russian Twitter accounts promoted Brexit ahead of EU referendum: Times newspaper,"LONDON (Reuters) - Russian Twitter accounts posted almost 45,000 messages about Brexit in the 48 hours around last year s referendum in an attempt to sow discord during the vote on whether to leave the European Union, the Times newspaper reported on Wednesday. The Times cited research from an upcoming paper by data scientists at Swansea University and the University of California, Berkeley, which it said showed accounts based in Russia had tweeted about Brexit in the days leading up to the June 23 vote. The Times said most of the tweets seen by the newspaper encouraged people to vote for Brexit, although a number advocated remaining in the EU. It quoted Tho Pham, one of the paper s authors, as saying  the main conclusion is that bots were used on purpose and had influence . The research tracked 156,252 Russian accounts that mentioned #Brexit, including one, Svetal1972 which posted 92 tweets between June 20 and 24, including one calling for Britain to  make June the 23rd our Independence Day .  It said many of the messages appear to have come from automated accounts known as bots or from cyborg accounts which are heavily automated but have some human involvement.  In the June 23, 2016 referendum, 17.4 million votes, or 51.9 percent of votes cast, backed leaving the EU while 16.1 million votes, or 48.1 percent of votes cast, backed staying. Russia has repeatedly denied meddling in Brexit. Russian officials say the West is whipping up anti-Russian hysteria around Moscow s alleged involvement in both the U.S. presidential election and Brexit. In Britain, a parliamentary committee has written to Facebook s Mark Zuckerberg asking for information on any paid-for activity by Russian-linked Facebook accounts around the EU referendum and the 2017 national election.  British Prime Minister Theresa May on Monday accused Russia of meddling in elections and said the government would maintain its commitment to protecting Europe after Brexit.  We will take the necessary actions to counter Russian activity,  she said. ",worldnews,"November 15, 2017 ",1
Kremlin: law on media 'foreign agents' is our response to U.S. measures,"MOSCOW (Reuters) - A draft law allowing Moscow to designate foreign media as  foreign agents  gives Russia a tool to reciprocate to restrictions Washington has imposed on Russian media operating in the United States, Kremlin spokesman Dmitry Peskov said on Wednesday. He said it was too early to say how tough the law would be as the draft, approved on second reading by the lower house of parliament on Wednesday, did not spell out how it would be applied in practice. ",worldnews,"November 15, 2017 ",1
