title,text,subject,date,label
Italy's Renzi pledges to hike budget deficit if he wins election,"ROME (Reuters) - Former Prime Minister Matteo Renzi said on Thursday that if he wins next year s election he will slash taxes and sharply raise Italy s budget deficit rather than lower it as European Union rules require.  We ll take the deficit back up to 2.9 percent (of gross domestic product), cutting taxes by 30 to 50 billion euros  ($59.14 billion),  Renzi, the leader of the ruling Democratic Party (PD) said in an evening television interview. Italy has committed to cutting its deficit to 1.6 percent of GDP next year from a targeted 2.1 percent this year, and to balance its budget in 2020. Brussels says reining in the annual deficit toward zero is necessary to bring down Italy s huge public debt of 132 percent of GDP, the highest in the euro zone after Greece s. Ahead of the election to be held by May, all the main parties have come out strongly against the EU s so-called  fiscal compact , agreed in 2012, which sets tough deficit and debt-reduction goals for high-debt countries like Italy. Renzi resigned as prime minister in December last year after losing a referendum over his plans for constitutional reform, and was replaced by his former Foreign Minister Paolo Gentiloni. He first floated the idea of hiking the deficit in a book he published in July, but the suggestion drew a cool response from Italian government ministers and the EU. The PD is running neck-and-neck with the anti-establishment 5-Star Movement, according to opinion polls, but the surveys suggest no party or coalition is likely to win a working majority in parliament.   ",worldnews,"October 19, 2017 ",1
Leaders of Venezuela's bruised opposition to travel abroad to denounce 'voting fraud',"CARACAS (Reuters) - Key members of Venezuela s opposition, divided and dispirited after losing gubernatorial elections over the weekend, will travel abroad to denounce what it says is a  fraudulent  voting system under leftist President Nicolas Maduro.  Congress president Julio Borges said in a press conference on Thursday that the opposition coalition will try to stir up international support, which could result in further sanctions against Maduro s administration.  His unpopular government unexpectedly swept to victory in Sunday s regional vote, pocketing 18 of 23 states in the midst of a debilitating economic crisis that has millions skipping meals as soaring inflation destroys salaries.  Polls had forecast the opposition easily beating the ruling socialists. Maduro s rivals say a mix of dirty tricks, like  moving hundreds of voting centers in opposition areas at the last minute and including the names of opposition politicians who lost in primaries on ballots, worked against them.   We made a huge effort, we aimed to overcome all the obstacles, and what the government did was upgrade its fraud and its cheating,  said Borges, adding that politicians were due to travel to fellow Latin American countries and other supportive nations shortly.   We have the full records of this electoral process and we re going to submit them to various international bodies, so that ... they can be audited,  added Borges, who did not provide further details on the trips. While the opposition first cried fraud, without providing proof, it later scaled back its accusations and is now focusing on the minerals-rich state of Bolivar where it says its losing candidate was robbed of decisive votes.  Maduro blasted his opponents as sore losers who cry fraud when convenient. On Thursday, he inaugurated Hector Rodriguez, a rising star in the Socialist Party, as governor of Miranda state in a ceremony filled with song and dance.  Opposition politicians have acknowledged that demoralization in their own ranks hurt turnout. Many opposition supporters are exhausted after four months of protests earlier this year and were loath to participate in what some saw as a rigged vote that would legitimize Maduro as a dictator.  They were even more downbeat after the vote, however, as it casts doubt on whether they can remove the ruling Socialist Party in next year s presidential election.   The government s handling of (Sunday s) vote suggests that it is not even willing to entertain anything close to free and fair presidential elections in 2018, even if it prompts growing international isolation, renewed unrest, and increased outward migration,  consultancy Eurasia wrote in a note to clients this week. ",worldnews,"October 19, 2017 ",1
Exiled Venezuelan opposition magistrates resurface in Chile,"SANTIAGO (Reuters) - A group of opposition-appointed Venezuelan judges arrived on Thursday in Chile as exiles after more than two months holed up at the Chilean ambassador s residence in Caracas to avoid arrest in the crisis-hit country. Chile s Foreign Ministry had granted the five parallel magistrates asylum in August. Threatened with jail by Venezuelan President Nicolas Maduro, they remained in Venezuela until last week, when they said they fled the country.  Four of the five resurfaced in Santiago on Thursday morning. Another is expected to arrive later in the day.  All we can say today is that we were forced to abandon our beloved home of Venezuela, but that another nation has embraced us, and will protect our freedom,  Beatriz Ruiz, one of the five, told reporters at Santiago airport. Ruiz is one of 33 unofficial magistrates who were threatened with jail by Maduro after the opposition-led National Assembly appointed them in July to challenge the country s Supreme Court, which has heavily favored the ruling Socialist Party. Maduro and the Supreme Court, however, contend that the designation of the opposition magistrates was illegal.  The status of the remaining unofficial magistrates remains unclear. Three were detained, although local media reported they were subsequently freed. Others have fled to the United States and Colombia. Chile is among 12 countries in the Americas that form the so-called Lima group that criticized Venezuela s entirely pro-government 545-member legislative superbody, known as the Constituent Assembly, elected in July. The Lima group this week criticized a nationwide election held in Venezuela on Sunday, when the ruling Socialist Party took 18 of 23 governorships in a nationwide vote despite widespread anger over economic hardship, that has left millions suffering food shortages, a currency collapse and soaring inflation. ",worldnews,"October 19, 2017 ",1
"Putin dials up anti-U.S. rhetoric, keeps mum on re-election","SOCHI/MOSCOW (Reuters) - President Vladimir Putin launched one of his most stinging critiques of U.S. foreign policy on Thursday, listing what he called some of the biggest betrayals in U.S.-Russia relations. He declined to say if he would run for a fourth presidential term in an election set for March, though he is expected to stand after dominating Russian politics for 18 years. Instead, he used a high-profile televised discussion with foreign academics in southern Russia to reach back to what he regards as the darkest days of U.S.-Russia relations. Opinion polls suggest that harsh rhetoric towards the West plays well with many Russian voters, who credit Putin for restoring national pride and standing up to what they see as Western encroachment. Asked by a Germany-based academic to identify what mistakes Moscow had made in its relations with the West, Putin told the Valdai discussion forum in the Black Sea resort of Sochi:   Our biggest mistake was that we trusted you too much. You interpreted our trust as weakness and you exploited that.  Visibly angry at times, Putin cast Russia as the wronged party and its post-Soviet leadership as too naive and trusting.  Unfortunately, our Western partners, having divided the USSR s geopolitical legacy, were certain of their own incontestable righteousness having declared themselves the victors of the  Cold War,  said Putin.  They started to openly interfere in the sovereign affairs of countries and to export democracy in the same way as in their time the Soviet leadership tried to export the Socialist revolution to the whole world.  Putin said U.S.-Russia relations were in a lamentable state, referencing an  unprecedented  anti-Russian campaign in the United States, the closure of Russian diplomatic facilities there and pressure on Russian media by U.S. authorities. He did not single out U.S. President Donald Trump for personal criticism, but said Trump s behavior was unpredictable as a result of political foes who were preventing him from fulfilling almost all of his policy pledges. Putin said the United States was trying to squeeze Russia out of European energy markets with its latest batch of sanctions, which Trump grudgingly signed into law in August after Congress approved them.  The recent sanctions package adopted by the U.S. Congress was openly designed to push Russia out of European energy markets and to force Europe to switch to more expensive liquefied natural gas from the United States, even though the volumes there are not yet sufficient,  he said. He criticized Trump s predecessors, describing how he believed the United States had betrayed Russia in the 1990s by not reciprocating what he called the unprecedented access Moscow gave Washington to Russia s secret nuclear facilities. He said the United States had flouted nuclear and chemical weapons treaties, saying Moscow had diligently complied with the same pacts only to be repeatedly let down by the United States. His speech and ripostes in a punchy question and answer session that followed often sounded like a history lesson.   The United States had tried to stir up separatism in southern Russia in the 1990s, said Putin, something he said he knew for a fact from his stint leading the FSB spy agency. The 2003 U.S.-led invasion of Iraq and NATO s 1999 bombing of Yugoslavia were bad, he said. And in comments that could have been drawn straight from the pages of the Cold War, Putin accused the United States of upsetting the strategic nuclear balance by modernizing its arsenal of weapons. Russia would develop new weapons systems, he pledged, if it was forced to, and if the United States withdrew from a landmark arms control treaty   the Intermediate-range Nuclear Forces Treaty   Russia would hit back fast.  From our side, the response will be instant, and I want to warn, symmetrical,  said Putin. (This version of the story was refiled to fix a typo in the headline) ",worldnews,"October 19, 2017 ",1
Germany says worried about new generation of Islamic State recruits,"BERLIN (Reuters) - Germany s domestic intelligence agency said on Thursday that minors returning from war zones in Syria and Iraq could grow into a new generation of recruits in Germany for the Islamic State group. More than 950 people from Germany went to join Islamic State in Syria and Iraq, some 20 percent of them women and 5 percent minors, the BfV domestic intelligence agency said. With Islamic State losing territory in Syria and Iraq, many of the women are expected to return with their children. Germany needs to prepare for the risk of the children being radicalized, BfV chief Hans-Georg Maassen said.  We see the danger of children who socialized with and were indoctrinated by jihadists returning to Germany from the war zones,  said Maassen.  This could allow a new generation of jihadists to be raised here.  Last year, a 12-year-old German-Iraqi boy failed in an attempt to detonate two explosive devices in the western town of Ludwigshafen. ",worldnews,"October 19, 2017 ",1
"Togo forces fire on protesters, seven wounded","LOME (Reuters) - Security forces in Togo fired bullets and teargas on Thursday, wounding at least seven people as they sought to break up violent protests against the 50-year ruling family dynasty in the West African banking and transport hub. Activists have been demonstrating since August against President Faure Gnassingbe s refusal to give a clear date for stepping aside and to allow opposition parties to flourish in the region s only country that still does not accept presidential term limits. A Reuters cameraman saw trucks carrying armed paramilitary gendarmes drive into crowds and fire volleys of teargas. Protesters in the Lome suburb of Be, flanked by rundown buildings and palm trees, set up barricades, burned tyres and threw stones at the security forces.  We ve received seven people wounded by bullets so far,  said a doctor at the Social Medical Centre in Be, where some were being wrapped in bandages. The former French colony of 8 million people is home to several large firms, including Ecobank and regional airline ASKY, and has undergone major port upgrades as the president has sought to turn the resource-poor nation into a commercial hub. But a history of repression and the monopoly of power by one family - Faure took power in 2005 upon the death of his father Gnassingbe Eyadema, who had ruled for 38 years - threaten its stability.  Ghassingbe s opponents says reforms announced last month, in response to August s protests, will still allow him to run the West African country until 2030. ",worldnews,"October 19, 2017 ",1
Putin says Russia hopes to broaden cooperation with U.S.,"SOCHI, Russia (Reuters) - Russian President Vladimir Putin said on Thursday he hoped Moscow could cooperate with Washington in a broader range of fields.   We have dialogue at the work level and on the level of the special services, the defense ministries, the foreign ministries. We achieve joint results,  Putin said at a forum with scholars.  We have to expand our cooperation to other spheres.  ",worldnews,"October 19, 2017 ",1
Putin says doubts U.S. strike on North Korea would destroy arsenal,"SOCHI, Russia (Reuters) - Russian President Vladimir Putin said on Thursday he doubted that a possible U.S. preventative strike on North Korea would destroy all of Pyongyang s weapons. ",worldnews,"October 19, 2017 ",1
Putin says Trump should be respected,"SOCHI, Russia (Reuters) - Russian President Vladimir Putin said on Thursday President Donald Trump should be respected because he has a democratic mandate.  He has been elected by the American people and at least because of this he should be respected, even if we disagree with his position , Putin said at a forum with scholars. ",worldnews,"October 19, 2017 ",1
Exclusive: New data shows race disparities in Canada's bail system,"TORONTO (Reuters) - Black people in Canada s most populous province spent longer behind bars awaiting trial than white people charged with many of the same categories of crimes in each of the past five years, according to data obtained by Reuters. Between April 2015 and April 2016, the most recent period in which data is available, black people awaiting trial in Ontario jails were there longer, on average, than white people charged with the same crime in 11 of 16 offense categories Reuters examined. There were approximately 6,000 black people and nearly 26,000 white people remanded to pre-trial detention during the period. The data showed similar patterns in the four prior years. (Graphic: Racial disparities in pre-trial detention - tmsnrt.rs/2z18vS7) Among the categories examined, black people spent almost twice as long in remand in 2015-2016 for weapons offenses, equivalent to an additional 38 days. They also spent 46 percent longer for serious violent offenses and 36 percent longer on charges of obstructing justice.   In three categories, white people awaiting trial were held longer in remand during the same period. Those included drug possession, theft and traffic offenses. In two categories, the difference was 1 percent or less. The data also showed black people arrested and held in custody between 2011 and 2016 were more likely than white people to spend more than a year in pre-trial detention. Reuters obtained the previously unreported data through access-to-information requests from Ontario, which asks inmates to indicate their race when they enter jail. Other provinces do not collect this data or categorize it differently. A spokesman for Ontario Attorney General Yasir Naqvi said the province  takes systemic racism seriously and is working to address racial inequities,  but declined to comment on the data. The Ontario Crown Attorneys  Association, which represents the province s prosecutors, and the Association of Justices of the Peace, which represents the people who decide most of Ontario s bail cases, declined to comment.  More than a dozen defense lawyers as well as prosecutors, criminologists, and a judge interviewed by Reuters said shortcomings in Canada s bail system appeared to play a role in the racial disparities shown in the data. Unlike the United States, Canada virtually eliminated cash bail almost half a century ago. Instead, courts often require prisoners awaiting trial to secure a surety, meaning a relative or close friend who can appear in court and subsequently monitor them.  A surety needs assets to pledge, a crime-free record and, often, a home where the accused person can live until the case is complete. A surety cannot represent more than one defendant at a time. Current and former prosecutors interviewed for this story said securing a surety can be onerous and the requirement is perhaps relied upon too often; but some said sureties remain the best way to protect the public and ensure defendants show up for trial. Critics of the system say the poor are less likely than middle-class or wealthy people to have connections to provide the assets to pledge or housing to act as a surety. They add that this has an outsized impact on minorities, who are over-represented among Canada s poor.  Surety is a huge issue in Ontario,  said Nicole Myers, a criminologist at Simon Fraser University in British Columbia.  If you are from a marginalized community or a criminalized community, it can be very difficult to find a surety the court deems appropriate.  The data did not take into account specifics of each case, the person s criminal record, the frequency of plea deals, whether the person had a bail hearing and why bail may have been denied. Reuters focused on offenses with the largest pre-trial populations when comparing the average periods in remand, to minimize the impact of outliers. Inmates charged in multiple offense categories were counted in only the more serious one; multiple charges could affect someone s chances of getting bail.   Studies, including one published last year by the Ottawa police, have found Ontario s black communities are more heavily policed than white ones. This makes black people more likely to be caught breaching bail and makes it harder to find a surety without a criminal record who is not serving as surety for someone else, said Chris Sewrattan, a defense lawyer who represents many young black men from eastern Toronto. In a ruling this year, Canada s Supreme Court called sureties  one of the most onerous forms of release,  not to be used unless other options have been considered, such as programs that assign a case worker and require the accused to check in regularly with the courts.  The court did not address race in its ruling. At least six provincial governments in Canada, including those of Alberta, British Columbia, and Manitoba, have said they are reviewing bail practices. An earlier Reuters investigation found inmates awaiting trial are more likely to die behind bars than their sentenced counterparts. ",worldnews,"October 19, 2017 ",1
